CG STI.CG STI.LoafGum.LoafGum01AverageTemp,2024-10-13 13:41:11.066 +08:00,30.122894
CG STI.CG STI.LoafGum.LoafGum01MinTemp,2024-10-13 13:41:11.066 +08:00,21.247284
CG STI.CG STI.LoafGum.LoafGum01MaxTemp,2024-10-13 13:41:11.066 +08:00,42.469543
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.Drum_Speed_RealValue1,2024-10-13 13:41:11.148 +08:00,51.312256
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.Drum_Speed_SP,2024-10-13 13:41:11.148 +08:00,51.308002
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_PH_Temp_SP,2024-10-13 13:41:11.148 +08:00,50
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_PH_Temp_RealValue,2024-10-13 13:41:11.148 +08:00,50.23
SFBMix.PLC_BOSCH EXTRUDER.EXT_PH_Pressure,2024-10-13 13:41:11.148 +08:00,3.6066265
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_UB_Temp_RealValue,2024-10-13 13:41:11.148 +08:00,40.55
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.Drum_Speed_RealValue2,2024-10-13 13:41:11.148 +08:00,4.1049805
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_LB_Temp_RealValue,2024-10-13 13:41:11.148 +08:00,39.88
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_UB_Temp_SP,2024-10-13 13:41:11.148 +08:00,40
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_LB_Temp_SP,2024-10-13 13:41:11.148 +08:00,40
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rDrum1InletTemp,2024-10-13 13:41:11.200 +08:00,-15.381947
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rDrum1OutletTemp,2024-10-13 13:41:11.200 +08:00,-13.411461
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumEntranceTemperature,2024-10-13 13:41:11.200 +08:00,37.67361
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rDrum2InletTemp,2024-10-13 13:41:11.200 +08:00,-15.902779
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rChillerSetpoint,2024-10-13 13:41:11.574 +08:00,-15
CG_Sheeting.CG_Sheeting.Variables.rGumExtruderExitGumTemp,2024-10-13 13:41:11.574 +08:00,47.060184
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumExitTempRight,2024-10-13 13:41:11.574 +08:00,22.699652
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rDrum2OutletTemp,2024-10-13 13:41:11.574 +08:00,-14.134838
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumExitTempLeft,2024-10-13 13:41:11.574 +08:00,23.89323
CG STI.CG STI.LoafGum.LoafGum01AverageTemp,2024-10-13 13:41:12.064 +08:00,30.869232
CG STI.CG STI.LoafGum.LoafGum01MaxTemp,2024-10-13 13:41:12.064 +08:00,42.71118
CG STI.CG STI.LoafGum.LoafGum01MinTemp,2024-10-13 13:41:12.064 +08:00,21.311249
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_LB_Temp_SP,2024-10-13 13:41:12.107 +08:00,40
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.Drum_Speed_SP,2024-10-13 13:41:12.107 +08:00,51.308002
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_PH_Temp_RealValue,2024-10-13 13:41:12.107 +08:00,50.29
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_UB_Temp_RealValue,2024-10-13 13:41:12.107 +08:00,40.5
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_PH_Temp_SP,2024-10-13 13:41:12.107 +08:00,50
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.Drum_Speed_RealValue1,2024-10-13 13:41:12.107 +08:00,51.306152
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_LB_Temp_RealValue,2024-10-13 13:41:12.107 +08:00,39.88
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.Drum_Speed_RealValue2,2024-10-13 13:41:12.107 +08:00,4.104492
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_UB_Temp_SP,2024-10-13 13:41:12.107 +08:00,40
SFBMix.PLC_BOSCH EXTRUDER.EXT_PH_Pressure,2024-10-13 13:41:12.107 +08:00,3.4882812
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rChillerSetpoint,2024-10-13 13:41:12.629 +08:00,-15
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumEntranceTemperature,2024-10-13 13:41:12.629 +08:00,37.774883
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rDrum2OutletTemp,2024-10-13 13:41:12.629 +08:00,-14.134838
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rDrum1OutletTemp,2024-10-13 13:41:12.629 +08:00,-13.411461
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rDrum1InletTemp,2024-10-13 13:41:12.629 +08:00,-15.381947
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumExitTempLeft,2024-10-13 13:41:12.629 +08:00,23.690683
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumExitTempRight,2024-10-13 13:41:12.629 +08:00,23.488136
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rDrum2InletTemp,2024-10-13 13:41:12.629 +08:00,-15.902779
CG_Sheeting.CG_Sheeting.Variables.rGumExtruderExitGumTemp,2024-10-13 13:41:12.842 +08:00,47.07176
CG STI.CG STI.LoafGum.LoafGum01MinTemp,2024-10-13 13:41:13.057 +08:00,21.18335
CG STI.CG STI.LoafGum.LoafGum01AverageTemp,2024-10-13 13:41:13.057 +08:00,23.548553
CG STI.CG STI.LoafGum.LoafGum01MaxTemp,2024-10-13 13:41:13.057 +08:00,26.933228
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_LB_Temp_SP,2024-10-13 13:41:13.122 +08:00,40
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_UB_Temp_SP,2024-10-13 13:41:13.122 +08:00,40
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_PH_Temp_SP,2024-10-13 13:41:13.122 +08:00,50
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.Drum_Speed_SP,2024-10-13 13:41:13.122 +08:00,51.308002
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_UB_Temp_RealValue,2024-10-13 13:41:13.122 +08:00,40.55
SFBMix.PLC_BOSCH EXTRUDER.EXT_PH_Pressure,2024-10-13 13:41:13.122 +08:00,3.517868
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_PH_Temp_RealValue,2024-10-13 13:41:13.122 +08:00,50.29
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_LB_Temp_RealValue,2024-10-13 13:41:13.122 +08:00,39.82
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.Drum_Speed_RealValue2,2024-10-13 13:41:13.122 +08:00,4.104004
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.Drum_Speed_RealValue1,2024-10-13 13:41:13.122 +08:00,51.30005
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rDrum1OutletTemp,2024-10-13 13:41:13.472 +08:00,-13.411461
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumEntranceTemperature,2024-10-13 13:41:13.472 +08:00,37.5651
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rDrum1InletTemp,2024-10-13 13:41:13.472 +08:00,-15.381947
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rDrum2InletTemp,2024-10-13 13:41:13.472 +08:00,-15.902779
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumExitTempLeft,2024-10-13 13:41:13.472 +08:00,23.690683
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rGumExitTempRight,2024-10-13 13:41:13.472 +08:00,23.394098
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rChillerSetpoint,2024-10-13 13:41:13.472 +08:00,-15
CG_Sheeting.CG_Sheeting.dbHMI.Cooling.Variables.rDrum2OutletTemp,2024-10-13 13:41:13.473 +08:00,-14.134838
CG_Sheeting.CG_Sheeting.Variables.rGumExtruderExitGumTemp,2024-10-13 13:41:13.473 +08:00,47.118053
CG STI.CG STI.LoafGum.LoafGum01MaxTemp,2024-10-13 13:41:14.061 +08:00,26.03955
CG STI.CG STI.LoafGum.LoafGum01MinTemp,2024-10-13 13:41:14.061 +08:00,21.375214
CG STI.CG STI.LoafGum.LoafGum01AverageTemp,2024-10-13 13:41:14.061 +08:00,23.612457
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.Drum_Speed_SP,2024-10-13 13:41:14.098 +08:00,51.308002
SFBMix.PLC_BOSCH EXTRUDER.EXT_PH_Pressure,2024-10-13 13:41:14.098 +08:00,3.5474539
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_LB_Temp_SP,2024-10-13 13:41:14.098 +08:00,40
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.Drum_Speed_RealValue2,2024-10-13 13:41:14.098 +08:00,4.105957
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_PH_Temp_SP,2024-10-13 13:41:14.098 +08:00,50
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_UB_Temp_SP,2024-10-13 13:41:14.098 +08:00,40
SFBMix.PLC_BOSCH EXTRUDER.DB_Data_Exchange.EXT_UB_Temp_RealValue,2024-10-13 13:41:14.098 +08:00,40.55
